fourSeven	sevenNine	fourNine	fourSevenNine
OSBPL9	39.3961038961039	78.7755681818182	61.8080357142857	59.9932359307359
PIGY	204.37987012987	172.803977272727	118.638392857143	165.27408008658
CD81	127.840909090909	118.372159090909	48.03125	98.0814393939394
RDX	102.909090909091	93.3153409090909	24.40625	73.5435606060606
TM9SF2	124.019480519481	100.215909090909	83.0535714285714	102.429653679654
KIAA0494	169.464285714286	169.625	37.0892857142857	125.392857142857
MCM3	9.60714285714286	1.65625	11.2633928571429	7.50892857142857
GPC3	47.7857142857143	0.96875	48.7544642857143	32.5029761904762
RPL34	508.227272727273	419.508522727273	424.28125	450.672348484848
SRPX	0	0	0	0
BEX1	41.5357142857143	157.09375	198.629464285714	132.419642857143
COL15A1	188.318181818182	188.318181818182	0	125.545454545455
TM4SF18	181.5	181.5	0	121
CDR1	1.03571428571429	8.5	9.53571428571429	6.35714285714286
EI24	48.2792207792208	29.7926136363636	48.7991071428571	42.2903138528139
TUFM	154.792207792208	146.988636363636	113.053571428571	138.278138528139
ANXA7	181.051948051948	162.815340909091	74.0491071428571	139.305465367965
EPAS1	84.4837662337662	83.0909090909091	1.39285714285714	56.3225108225108
PCNA	14.6428571428571	52.34375	66.9866071428571	44.6577380952381
VCP	77.4967532467532	18.0056818181818	70.8660714285714	55.4561688311688
MAGED1	47.0811688311688	50.6392045454545	97.6294642857143	65.1166125541125
TSG101	121.779220779221	59.8551136363636	95.3616071428571	92.3319805194805
RPL11	301.714285714286	277.9375	252.651785714286	277.434523809524
NDUFS2	133.957792207792	125.355113636364	69.0401785714286	109.451028138528
RAC1	263.347402597403	297.642045454545	101.080357142857	220.689935064935
HBG1	0	0	0	0
TAGLN2	55.3019480519481	71.3778409090909	27.8616071428571	51.5137987012987
PPP2CA	63.1850649350649	77.0823863636364	97.5401785714286	79.26920995671
GNAI3	186.12987012987	160.335227272727	96.9196428571429	147.794913419913
HMGN3	165.071428571429	226.8125	267.883928571429	219.922619047619
PLBD1	156.607142857143	17.15625	173.763392857143	115.842261904762
ARF5	147.834415584416	134.414772727273	176.794642857143	153.01461038961
SERP1	102.753246753247	58.4318181818182	141.821428571429	101.002164502165
IFITM1	111.636363636364	111.636363636364	0	74.4242424242424
MT2A	252.568181818182	15.5056818181818	265.4375	177.837121212121
SH3BGRL3	310.597402597403	319.392045454545	94.0803571428571	241.356601731602
BRK1	154.425324675325	184.755681818182	97.5446428571429	145.575216450216
FBN1	0	0	0	0
PSMA4	168.477272727273	187.946022727273	157.96875	171.464015151515
ESD	91.5519480519481	149.471590909091	179.205357142857	140.076298701299
CHD9	176.474025974026	172.607954545455	56.9910714285714	135.357683982684
BUB3	65.0746753246753	48.9318181818182	104.642857142857	72.8831168831169
GSTA4	51.0746753246753	32.9005681818182	61.6116071428571	48.5289502164502
DHX9	18.9642857142857	31.375	50.3392857142857	33.5595238095238
SRSF2	92.1396103896104	131.286931818182	98.7901785714286	107.405573593074
SEP15	114.87987012987	112.803977272727	126.138392857143	117.940746753247
TERF2IP	166.051948051948	137.315340909091	75.5491071428571	126.305465367965
PSMA1	131.12987012987	138.397727272727	141.982142857143	137.169913419913
ARPC5	99.9512987012987	114.803977272727	49.2098214285714	87.9883658008658
CLTA	214.314935064935	240.011363636364	125.053571428571	193.126623376623
EMCN	236.181818181818	237.963068181818	1.78125	158.642045454545
MATR3	156.113636363636	149.051136363636	93.4375	132.867424242424
MRFAP1	185.980519480519	188.409090909091	101.571428571429	158.65367965368
LRRC32	100.5	100.5	0	67
PAPSS1	71.8084415584416	69.3352272727273	114.598214285714	85.2472943722944
HNRNPA2B1	161.00974025974	205.264204545455	148.183035714286	171.48566017316
GIMAP4	119.136363636364	119.136363636364	0	79.4242424242424
EIF2S3	238.788961038961	210.275568181818	308.700892857143	252.588474025974
RPL23	334.064935064935	332.105113636364	268.897321428571	311.689123376623
IMMT	67.5974025974026	45.7982954545455	30.4866071428571	47.9607683982684
SULT1E1	0	6.40625	6.40625	4.27083333333333
PPP1R3C	87.6428571428571	31.125	118.767857142857	79.1785714285714
RPL30	366.63961038961	396.661931818182	309.665178571429	357.655573593074
ATP6AP2	49.9155844155844	121.272727272727	106.642857142857	92.6103896103896
ZFAND5	150.181818181818	106.900568181818	89.71875	115.600378787879
ERO1LB	32.3571428571429	0	32.3571428571429	21.5714285714286
PARK7	156.737012987013	143.241477272727	136.433035714286	145.470508658009
SON	165.474025974026	160.201704545455	101.584821428571	142.420183982684
HINT1	248.363636363636	307.051136363636	190.6875	248.700757575758
RPS15	316.155844155844	320.914772727273	306.616071428571	314.562229437229
CBX5	99.2532467532467	105.525568181818	134.415178571429	113.064664502165
SUMO2	272.951298701299	304.928977272727	230.334821428571	269.405032467532
RCN2	58.8474025974026	147.142045454545	155.080357142857	120.356601731602
PPIB	314.551948051948	179.659090909091	293.392857142857	262.534632034632
NCKAP1	163.243506493506	179.698863636364	35.6696428571429	126.204004329004
NCL	70.762987012987	59.2585227272727	124.566964285714	84.8628246753247
TMEM98	51.8474025974026	109.735795454545	116.674107142857	92.7524350649351
STRAP	113.980519480519	69.6278409090909	99.7901785714286	94.4661796536796
REEP5	94.2987012987013	112.696022727273	98.5401785714286	101.844967532468
DEGS1	102.181818181818	154.931818181818	52.75	103.287878787879
SEC31A	98.7142857142857	100.625	76.3392857142857	91.8928571428571
CCND1	39.3311688311688	52.6079545454545	13.8482142857143	35.2624458874459
TPM2	0	0.09375	0.09375	0.0625
RPS24	236.13961038961	270.693181818182	194.196428571429	233.676406926407
SLC35A1	28.8214285714286	50.625	79.4464285714286	52.9642857142857
CRYBA2	11.1428571428571	0	11.1428571428571	7.42857142857143
EIF3M	175.551948051948	190.502840909091	112.236607142857	159.430465367965
ATP6V1G1	139.470779220779	215.238636363636	171.982142857143	175.563852813853
PTGES3	129.626623376623	76.4034090909091	139.848214285714	115.292748917749
ATP5G2	263.792207792208	303.113636363636	375.178571428571	314.028138528139
CCT4	102.941558441558	84.2585227272727	37.7455357142857	74.9818722943723
SLCO2A1	63.5616883116883	63.6732954545455	5.32589285714286	44.1869588744589
LTA4H	7.82142857142857	20.09375	26.9151785714286	18.2767857142857
VDAC1	116.805194805195	145.809659090909	109.433035714286	124.015963203463
PSMA7	145.441558441558	152.883522727273	196.870535714286	165.065205627706
FLRT2	138.766233766234	129.002840909091	215.950892857143	161.239989177489
S100A10	172.051948051948	182.221590909091	53.4553571428571	135.909632034632
ERGIC3	163.126623376623	144.090909090909	182.035714285714	163.084415584416
YPEL5	23.75	50.5625	49.3125	41.2083333333333
HNRNPF	81.6461038961039	82.0880681818182	67.3705357142857	77.0349025974026
PSMB7	164.373376623377	210.221590909091	168.776785714286	181.123917748918
LUC7L3	162.467532467532	235.713068181818	140.816964285714	179.665854978355
DYNLT1	187.474025974026	190.045454545455	85.4285714285714	154.316017316017
DPYSL2	108.422077922078	128.448863636364	21.5982142857143	86.1563852813853
PSMD1	56.2694805194805	50.8721590909091	39.9598214285714	49.0338203463203
PODXL	122.483766233766	121.309659090909	20.6116071428571	88.1350108225108
TMEM85	138.941558441558	191.852272727273	146.339285714286	159.044372294372
RPS20	302.863636363636	271.113636363636	240.25	271.409090909091
ANXA1	56.9545454545455	56.9545454545455	0	37.969696969697
ARL2BP	49.3441558441558	77.4602272727273	47.2589285714286	58.0211038961039
COPZ1	76.0422077922078	80.5198863636364	63.8348214285714	73.4656385281385
FLRT3	13.1785714285714	8.9375	22.1160714285714	14.7440476190476
SERPINI1	12.8214285714286	0	12.8214285714286	8.54761904761905
UGDH	175.5	37.21875	212.71875	141.8125
PSME1	95.0032467532467	151.900568181818	135.540178571429	127.481331168831
PLD3	63.8246753246753	66.4005681818182	58.8616071428571	63.0289502164502
NOP56	118.324675324675	111.775568181818	59.7366071428571	96.6122835497836
ATP5G3	189.155844155844	252.477272727273	242.178571428571	227.937229437229
GJA5	21.7727272727273	42.6477272727273	20.875	28.4318181818182
PPT1	113.211038961039	169.224431818182	162.799107142857	148.411525974026
DPEP1	84.0714285714286	0	84.0714285714286	56.047619047619
SLC30A8	0	0	0	0
SNAI2	17.3831168831169	21.2045454545455	6.67857142857143	15.0887445887446
USP9X	31.8798701298701	35.0852272727273	57.4196428571429	41.4615800865801
CNP	12.7857142857143	6.6875	19.4732142857143	12.9821428571429
PRKAR1A	100.415584415584	62.7414772727273	69.6116071428571	77.5895562770563
EIF3H	59.7564935064935	82.1761363636364	92.2053571428571	78.0459956709957
ECI2	194.386363636364	110.136363636364	260.25	188.257575757576
SPINT2	48.8051948051948	60.0596590909091	108.683035714286	72.5159632034632
RAB2A	106.561688311688	125.767045454545	72.4196428571429	101.582792207792
RELN	3.42857142857143	58.53125	61.9598214285714	41.3065476190476
TPR	54.3993506493507	86.5823863636364	94.2544642857143	78.4120670995671
PSMB2	186.844155844156	259.178977272727	214.477678571429	220.166937229437
SERPINE2	33.0909090909091	33.4659090909091	0.375	22.3106060606061
NFIB	133.87012987013	146.758522727273	33.1741071428571	104.60091991342
PEBP1	75.1688311688312	107.735795454545	133.995535714286	105.633387445887
MFAP2	45.5032467532468	61.4318181818182	64.5714285714286	57.1688311688312
IFT57	96.4090909090909	54.3465909090909	105.9375	85.5643939393939
SEMA3B	0	0.0625	0.0625	0.0416666666666667
PSMD2	75.051948051948	51.9403409090909	46.1741071428571	57.722132034632
DDX17	115.993506493507	192.198863636364	119.919642857143	142.704004329004
MARCKSL1	92.6525974025974	121.482954545455	86.0446428571429	100.060064935065
LAMA4	90.4545454545455	90.4545454545455	0	60.3030303030303
MMP2	50.8181818181818	50.8181818181818	0	33.8787878787879
ITGB1	142.88961038961	125.630681818182	32.8839285714286	100.468073593074
ERLEC1	131.123376623377	73.1903409090909	151.495535714286	118.603084415584
CSDE1	145.337662337662	141.971590909091	130.491071428571	139.266774891775
ZNF22	112.438311688312	154.389204545455	83.7366071428571	116.854707792208
CAPZA1	137.243506493506	176.573863636364	81.5446428571429	131.787337662338
SEPW1	214.477272727273	194.821022727273	250.84375	220.047348484848
FLT1	170.5	170.5	0	113.666666666667
RBBP7	10.5	12.96875	23.46875	15.6458333333333
KLHDC2	114.665584415584	124.897727272727	98.0178571428571	112.527056277056
UTRN	31.7045454545455	53.5795454545455	69.375	51.5530303030303
RBBP4	130.383116883117	121.235795454545	108.709821428571	120.109577922078
ATP2B4	21.1201298701299	37.5397727272727	38.2053571428571	32.2884199134199
KDELR2	217.941558441558	213.571022727273	160.058035714286	197.190205627706
ECH1	128.944805194805	188.534090909091	151.660714285714	156.37987012987
VTA1	107.944805194805	112.159090909091	132.285714285714	117.463203463203
JKAMP	40.5	64.625	59.125	54.75
SERINC3	35.4902597402597	35.3295454545455	3.91071428571429	24.9101731601732
RRAGA	94.4058441558442	102.352272727273	41.3035714285714	79.3538961038961
SYNE2	7.43181818181818	159.994318181818	156.0625	107.829545454545
SERF2	432.788961038961	407.869318181818	343.294642857143	394.650974025974
LAMA2	0	0	0	0
NID2	78.3636363636364	78.3636363636364	0	52.2424242424242
S100A11	135.996753246753	162.255681818182	40.6160714285714	112.956168831169
METTL9	75.1136363636364	57.0198863636364	71.40625	67.8465909090909
MRPL42	60.1298701298701	40.2414772727273	83.8258928571429	61.3990800865801
HERPUD1	157.428571428571	12.25	169.678571428571	113.119047619048
PSMB6	145.042207792208	175.519886363636	138.834821428571	153.132305194805
PFDN5	203.402597402597	229.701704545455	247.013392857143	226.705898268398
PSMB3	180.905844155844	149.352272727273	96.8035714285714	142.353896103896
THBS1	24.5714285714286	0.3125	24.8839285714286	16.5892857142857
CLDND1	76.8831168831169	83.2982954545455	38.2723214285714	66.1512445887446
COL5A1	18.6363636363636	18.6363636363636	0	12.4242424242424
RPSA	173.62987012987	162.178977272727	215.263392857143	183.690746753247
LGALS3BP	34.1428571428571	28.28125	62.4241071428571	41.6160714285714
TFG	95.8279220779221	164.019886363636	185.120535714286	148.322781385281
CDK4	86.9415584415584	108.946022727273	98.4330357142857	98.1068722943723
MAPK1IP1L	140.938311688312	163.701704545455	104.549107142857	136.396374458874
TCF12	111.75974025974	152.264204545455	192.933035714286	152.318993506494
OAZ1	212.977272727273	212.258522727273	199.78125	208.339015151515
RPL6	302.600649350649	291.448863636364	324.776785714286	306.275432900433
CXCL12	128.103896103896	50.8181818181818	77.2857142857143	85.4025974025974
ADH5	18.3928571428571	40.875	59.2678571428571	39.5119047619048
PPP2R1A	42.7337662337662	80.4346590909091	122.986607142857	82.0516774891775
NKTR	122.853896103896	128.318181818182	74.5357142857143	108.569264069264
SURF4	60.9383116883117	51.4829545454545	62.3303571428571	58.2505411255411
SUMO1	107.928571428571	215.34375	217.272321428571	180.181547619048
NGRN	48.7727272727273	56.1164772727273	49.34375	51.4109848484849
EEF1D	124.477272727273	81.1022727272727	100.125	101.901515151515
PUF60	39.6168831168831	49.4204545454545	47.9464285714286	45.6612554112554
TMBIM4	211.873376623377	189.096590909091	122.151785714286	174.373917748918
HNRNPU	59.1201298701299	67.0397727272727	73.7053571428571	66.6217532467532
HIGD1A	109.392857142857	79.71875	130.111607142857	106.407738095238
RBM3	104.399350649351	139.426136363636	45.0982142857143	96.3079004329004
SLC7A8	63.6428571428571	0	63.6428571428571	42.4285714285714
GORASP2	117.146103896104	65.0255681818182	60.8080357142857	80.9932359307359
MMADHC	184.659090909091	134.846590909091	126.6875	148.731060606061
TMEM50A	164.357142857143	170.625	80.9821428571429	138.654761904762
SNRPB	139.88961038961	149.318181818182	148.571428571429	145.926406926407
GUK1	152.087662337662	136.627840909091	41.8973214285714	110.204274891775
MYH9	31.9350649350649	26.8323863636364	17.0401785714286	25.26920995671
PCDH18	0	9.84375	9.84375	6.5625
RPL37A	299.269480519481	311.965909090909	281.053571428571	297.429653679654
DYNC1H1	69.6233766233766	72.9715909090909	40.7767857142857	61.1239177489177
GAS5	186.441558441558	154.789772727273	161.776785714286	167.669372294372
DPT	3.28571428571429	0	3.28571428571429	2.19047619047619
QARS	89.1493506493507	64.3011363636364	93.7232142857143	82.3912337662338
COTL1	57.2727272727273	57.2727272727273	0	38.1818181818182
STARD7	87.974025974026	130.857954545455	44.7410714285714	87.857683982684
CNOT7	98.3441558441558	80.9602272727273	130.758928571429	103.354437229437
PHIP	21.5357142857143	70.3125	91.8482142857143	61.2321428571429
TANK	100.63961038961	84.0681818181818	52.0714285714286	78.9264069264069
HADHA	25.8733766233766	24.7215909090909	27.7767857142857	26.1239177489177
RAB18	6.71428571428571	14.59375	16.3080357142857	12.5386904761905
CCT6A	116.061688311688	136.079545454545	121.232142857143	124.457792207792
COPB1	19.5357142857143	34.65625	54.1919642857143	36.1279761904762
MDH2	127.733766233766	182.247159090909	146.799107142857	152.260010822511
ORC4	130.279220779221	81.1051136363636	83.1116071428571	98.1653138528139
UQCRC2	84.7467532467532	103.568181818182	49.6785714285714	79.3311688311688
CALB1	1.67857142857143	157.5625	159.241071428571	106.160714285714
FBXL5	4.53246753246753	1.78693181818182	5.68303571428571	4.00081168831169
COL12A1	14.8636363636364	14.8636363636364	0	9.90909090909091
PXDN	78.3668831168831	85.2954545454545	11.5714285714286	58.4112554112554
COX5A	123.512987012987	138.883522727273	164.941964285714	142.446158008658
PFDN1	113.775974025974	135.829545454545	85.6964285714286	111.767316017316
MRFAP1L1	19.1655844155844	79.8039772727273	76.4241071428571	58.4645562770563
RPL14	210.097402597403	197.704545454545	248.892857142857	218.898268398268
SERPINB6	90.5357142857143	17.78125	108.316964285714	72.2113095238095
SUCLG1	137.405844155844	152.883522727273	217.834821428571	169.374729437229
LOC100499466	67.2175324675325	86.5255681818182	30.3794642857143	61.3741883116883
TAF9	97.3084415584416	39.5539772727273	99.3169642857143	78.726461038961
PGRMC1	143.827922077922	70.2073863636364	170.308035714286	128.114448051948
ACTR10	99.3603896103896	118.400568181818	55.3973214285714	91.0527597402597
FDFT1	141.925324675325	101.693181818182	63.9821428571429	102.53354978355
DLC1	75.0909090909091	77.3721590909091	2.28125	51.5814393939394
SERBP1	109.003246753247	98.8693181818182	91.5089285714286	99.7938311688312
PCMT1	121.383116883117	111.079545454545	61.5535714285714	98.0054112554113
C17orf76-AS1	159.688311688312	161.326704545455	207.924107142857	176.313041125541
SMC4	2.85714285714286	19.40625	22.2633928571429	14.8422619047619
RRM2	50.3928571428571	20.46875	70.8616071428571	47.2410714285714
SOX7	107.227272727273	107.227272727273	0	71.4848484848485
NDUFA9	163.542207792208	152.957386363636	81.7723214285714	132.757305194805
PRSS23	50.5616883116883	103.579545454545	105.232142857143	86.4577922077922
CTSH	94.9090909090909	96.1903409090909	1.28125	64.1268939393939
AKAP9	125.214285714286	137.71875	132.933035714286	131.955357142857
SERPINH1	41.025974025974	60.1732954545455	20.2901785714286	40.4964826839827
SEPT11	8.66558441558442	11.2414772727273	19.3616071428571	13.0895562770563
PERP	54.3571428571429	138.40625	192.763392857143	128.508928571429
C14orf166	189.775974025974	172.548295454545	92.4151785714286	151.579816017316
CHD7	77.1655844155844	88.8352272727273	84.4553571428571	83.4853896103896
DARS	29.8376623376623	13.5965909090909	37.6160714285714	27.0167748917749
MGST3	140.025974025974	158.798295454545	67.9151785714286	122.246482683983
DNAJC8	126.051948051948	107.909090909091	102.142857142857	112.034632034632
RPS15A	196.13961038961	202.880681818182	192.383928571429	197.13474025974
NRBP1	15.7142857142857	4	19.7142857142857	13.1428571428571
POLR2G	130.142857142857	149	166.142857142857	148.428571428571
RBM25	66.0811688311688	85.0454545454545	108.035714285714	86.3874458874459
PNRC2	23.974025974026	26.8267045454545	46.7098214285714	32.5035173160173
COPB2	41.3571428571429	41.03125	81.3883928571429	54.5922619047619
SDHD	74.1461038961039	125.431818181818	136.214285714286	111.930735930736
PCM1	100.483766233766	60.8409090909091	77.1428571428571	79.4891774891775
SOD1	174.464285714286	236.09375	238.558035714286	216.372023809524
ADAR	16.1428571428571	47.90625	40.0491071428571	34.6994047619048
RTN3	122.99025974026	132.142045454545	165.223214285714	140.118506493506
TAF7	31.2857142857143	86.21875	117.504464285714	78.3363095238095
COPS6	98.1038961038961	110.349431818182	85.8169642857143	98.0900974025974
ODC1	57.3636363636364	104.801136363636	63.4375	75.2007575757576
IDH1	28.3409090909091	36.0284090909091	52.1875	38.8522727272727
POLE3	35.3441558441558	50.0852272727273	39.8839285714286	41.7711038961039
RARS	106.853896103896	86.4431818181818	65.6607142857143	86.3192640692641
PDE1A	0	21.90625	21.90625	14.6041666666667
ENTPD1	69.9090909090909	88.6278409090909	18.71875	59.0852272727273
RBPJL	136.357142857143	0	136.357142857143	90.9047619047619
CAPRIN1	179.266233766234	160.534090909091	33.9821428571429	124.594155844156
TIMMDC1	62.9350649350649	70.7073863636364	109.915178571429	81.1858766233766
LAMP2	42.4415584415584	35.0710227272727	53.0580357142857	43.523538961039
SSR1	95.6038961038961	91.0369318181818	110.004464285714	98.8817640692641
N4BP2L2	75.762987012987	102.946022727273	63.2544642857143	80.6544913419913
ICAM2	138.409090909091	138.409090909091	0	92.2727272727273
SUB1	189.938311688312	204.045454545455	101.892857142857	165.292207792208
FAM120B	42.5227272727273	34.4602272727273	22.4375	33.1401515151515
ZFP36L1	158.795454545455	138.607954545455	102.3125	133.238636363636
C10orf58	80.0162337662338	89.4715909090909	41.6696428571429	70.3858225108225
ARPC3	202.279220779221	245.886363636364	148.892857142857	199.019480519481
NDUFB8	120.12987012987	131.460227272727	115.044642857143	122.21158008658
GLO1	32.1428571428571	19.09375	51.2366071428571	34.1577380952381
GPX8	0	9.40625	9.40625	6.27083333333333
CDK1	31.75	47.4375	79.1875	52.7916666666667
RPL35A	227.772727272727	286.960227272727	225.1875	246.640151515152
COX7A2L	98.9350649350649	94.9261363636364	104.133928571429	99.33170995671
COPS8	85.1655844155844	69.9914772727273	57.6116071428571	70.9228896103896
FAS	0.0454545454545455	0.0454545454545455	0	0.0303030303030303
KIF5B	103.444805194805	127.221590909091	127.848214285714	119.50487012987
AP2M1	98.3701298701299	119.727272727273	60.6428571428571	92.9134199134199
LITAF	13.6428571428571	11.5625	25.2053571428571	16.8035714285714
C13orf15	196.581168831169	203.451704545455	6.94196428571429	135.658279220779
FNBP1L	16.6753246753247	31.7244318181818	43.7633928571429	30.7210497835498
CYYR1	67.4545454545455	77.8295454545455	10.375	51.8863636363636
LIMCH1	95.3181818181818	124.193181818182	28.875	82.7954545454545
RPS7	270.665584415584	275.741477272727	241.861607142857	262.756222943723
VAT1	138.090909090909	138.090909090909	0	92.0606060606061
ATP6AP1	63.512987012987	86.8210227272727	81.8794642857143	77.4044913419913
PHGDH	81.7857142857143	21.8125	103.598214285714	69.0654761904762
FDPS	83.9318181818182	60.0568181818182	66.625	70.2045454545455
JTB	76.1688311688312	104.360795454545	123.620535714286	101.383387445887
MEIS1	59.8051948051948	66.5284090909091	111.151785714286	79.1617965367965
CCAR1	17.0974025974026	45.1420454545455	60.3303571428571	40.8566017316017
PRDX4	226.941558441558	110.977272727273	199.464285714286	179.127705627706
SFRP1	0	0	0	0
HLA-A	109.016233766234	96.3778409090909	16.5758928571429	73.9899891774892
TOP2A	3.92857142857143	9.28125	13.2098214285714	8.80654761904762
GRHPR	14.8896103896104	60.2244318181818	72.4776785714286	49.1972402597403
EIF4B	72.5649350649351	73.6051136363636	79.8973214285714	75.35579004329
RBM5	109.038961038961	90.5255681818182	34.2008928571429	77.9218073593074
RPL9	196.103896103896	244.661931818182	198.129464285714	212.965097402597
PPA1	95.0779220779221	127.519886363636	130.870535714286	117.822781385281
EIF4A3	71.788961038961	53.1505681818182	78.5758928571429	67.838474025974
ARID4B	11.0616883116883	26.1420454545455	25.2946428571429	20.8327922077922
GLG1	40.7467532467533	57.3181818181818	84.4285714285714	60.8311688311688
IRF2BP2	88.0746753246753	84.5880681818182	56.2991071428571	76.3206168831169
WARS	75.6201298701299	107.039772727273	43.2053571428571	75.2884199134199
APLP2	41.1525974025974	64.5142045454545	105.575892857143	70.4142316017316
CYC1	54.8668831168831	67.0454545454545	121.821428571429	81.2445887445887
UBA3	21.4285714285714	74.53125	89.9598214285714	61.9732142857143
PSMD10	96.8441558441558	105.928977272727	56.2276785714286	86.3336038961039
POMP	168.308441558442	188.897727272727	105.660714285714	154.288961038961
PSMA3	103.948051948052	111.278409090909	138.044642857143	117.757034632035
C6orf62	152.201298701299	168.803977272727	177.459821428571	166.155032467532
PON2	51.7175324675325	102.619318181818	74.9732142857143	76.4366883116883
IST1	73.1948051948052	70.5028409090909	102.879464285714	82.1923701298701
ANAPC5	45.0714285714286	14.09375	59.1651785714286	39.4434523809524
TMEM9	52.4285714285714	67.375	119.803571428571	79.8690476190476
MAT2A	53.487012987013	56.6164772727273	50.5580357142857	53.553841991342
FBLN5	40.4090909090909	45.4403409090909	32.03125	39.2935606060606
MLF2	75.8961038961039	67.4943181818182	96.0267857142857	79.8057359307359
XRN2	66.1883116883117	73.1704545454545	42.2678571428571	60.5422077922078
RPL27A	304.613636363636	312.301136363636	267.1875	294.700757575758
DDX1	91.775974025974	64.3295454545455	74.1964285714286	76.767316017316
FAM69B	7.30194805194805	8.00284090909091	5.48660714285714	6.93046536796537
RPS16	249.974025974026	281.639204545455	256.522321428571	262.711850649351
SDHB	139.435064935065	119.613636363636	143.321428571429	134.123376623377
SERPING1	102.022727272727	63.4289772727273	58.90625	74.7859848484848
RPLP2	265.477272727273	275.071022727273	194.09375	244.880681818182
CDC123	127.74025974026	130.767045454545	79.5982142857143	112.70183982684
CNOT2	19.012987012987	19.7272727272727	36.2857142857143	25.008658008658
TXNL1	95.4155844155844	138.616477272727	118.486607142857	117.506222943723
CCDC56	126.165584415584	82.6164772727273	122.236607142857	110.339556277056
CRBN	61.3051948051948	68.3409090909091	60.4642857142857	63.3701298701299
EDNRA	0	0	0	0
PTPLAD1	40.7467532467532	40.5994318181818	62.7098214285714	48.0186688311688
CTSB	63.7435064935065	87.1988636363636	59.6696428571429	70.2040043290043
ATPIF1	154.155844155844	212.789772727273	242.491071428571	203.145562770563
CSRP1	18.4935064935065	11.7301136363636	13.9508928571429	14.7248376623377
ACTL6A	47.3506493506493	63.6988636363636	46.7767857142857	52.6087662337662
RSL1D1	153.246753246753	183.724431818182	135.334821428571	157.435335497835
RNPS1	71.7532467532468	83.4630681818182	66.8526785714286	74.0229978354978
SC5DL	99.8668831168831	106.920454545455	22.6964285714286	76.4945887445887
GPBP1	87.5779220779221	106.863636363636	89.7142857142857	94.7186147186147
UBE2N	99.4253246753247	101.818181818182	89.6071428571429	96.9502164502164
TGFBR2	68.4935064935065	73.1988636363636	19.4196428571429	53.7040043290043
OCIAD2	108.704545454545	131.985795454545	83.78125	108.157196969697
DNTTIP2	115.850649350649	123.073863636364	58.6517857142857	99.1920995670996
TCP1	58.7402597402597	63.1107954545455	98.9419642857143	73.5976731601732
MYD88	1.57142857142857	27.65625	29.2276785714286	19.485119047619
UBE2C	5.5	21.4375	26.9375	17.9583333333333
SRSF10	144.022727272727	177.085227272727	114.5625	145.223484848485
JAK1	14.8409090909091	33.7471590909091	43.40625	30.6647727272727
CALD1	10.4188311688312	29.2982954545455	26.8080357142857	22.1750541125541
BEX4	129.831168831169	152.639204545455	71.3794642857143	117.949945887446
NTRK2	0	9.9375	9.9375	6.625
G3BP1	18.6980519480519	68.6846590909091	74.2008928571429	53.8612012987013
HADHB	69.9837662337662	99.7471590909091	137.549107142857	102.426677489177
ST13	102.63961038961	82.4119318181818	90.4151785714286	91.8222402597403
CRTAP	118.633116883117	116.017045454545	53.7410714285714	96.1304112554112
LPAR6	169.587662337662	167.409090909091	2.17857142857143	113.058441558442
MYO1B	17.4545454545455	25.2670454545455	26.8125	23.1780303030303
SEPP1	71.0681818181818	63.0994318181818	38.53125	57.5662878787879
PRICKLE1	42.0909090909091	42.0909090909091	0	28.0606060606061
NDUFA13	156.402597402597	213.514204545455	205.825892857143	191.914231601732
PDIA4	127.532467532468	103.599431818182	116.495535714286	115.875811688312
BPTF	124.993506493507	112.042613636364	43.7633928571429	93.5998376623377
COX7C	244.801948051948	328.377840909091	330.361607142857	301.180465367965
MSMO1	21.75	28	49.75	33.1666666666667
TRIM13	111.649350649351	99.0823863636364	16.0044642857143	75.5787337662338
ZNF292	45.3214285714286	15.3125	60.6339285714286	40.422619047619
EIF2S1	34.474025974026	38.6079545454545	23.9910714285714	32.357683982684
CFI	42.8538961038961	98.3806818181818	133.598214285714	91.6109307359307
CMTM6	26.7727272727273	35.9602272727273	55.1875	39.3068181818182
TACSTD2	29.5714285714286	43.53125	73.1026785714286	48.7351190476191
MACF1	40.7597402597403	73.9517045454545	64.6205357142857	59.7773268398268
PHB	83.0746753246753	84.5880681818182	94.2991071428571	87.3206168831169
ACP1	75.2954545454545	96.3267045454545	118.53125	96.717803030303
LEPROT	110.62012987013	132.164772727273	105.330357142857	116.03841991342
LMAN2	146.301948051948	68.2840909090909	117.767857142857	110.784632034632
CHMP1B	65.6623376623377	58.3096590909091	67.7901785714286	63.9207251082251
TBCB	64.6688311688312	43.9857954545455	41.7455357142857	50.1333874458874
SPAG7	87.775974025974	88.7982954545455	107.665178571429	94.7464826839827
HEXB	85.9772727272727	15.0085227272727	86.53125	62.5056818181818
TMCO1	107.727272727273	147.352272727273	129.625	128.234848484848
C7orf73	54.8474025974026	100.048295454545	97.9866071428571	84.2941017316017
FGD5-AS1	68.6233766233766	70.4403409090909	60.2455357142857	66.4364177489177
ZKSCAN1	19.1461038961039	31.4630681818182	17.2455357142857	22.6182359307359
SERPINF1	77.6071428571429	0.125	77.7321428571429	51.8214285714286
MAPRE2	65.7207792207792	8.58238636363636	73.5758928571429	49.2930194805195
FNTA	22.3116883116883	40.1732954545455	51.5758928571429	38.0202922077922
TES	35.2337662337662	40.4034090909091	8.45535714285714	28.0308441558442
